rva	name	size
1babc	?__abi_GetRuntimeClassName@OperationCanceledException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1bac6	?ToString@Exception@Platform@@W3$AAAP$AAVString@2@XZ	10
1bad0	?__abi_GetRuntimeClassName@ObjectDisposedException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bada	?__abi_GetRuntimeClassName@ChangedStateException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bae4	?__abi_GetRuntimeClassName@NotImplementedException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1baee	?__abi_GetRuntimeClassName@InvalidCastException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1baf8	?__abi_GetRuntimeClassName@InvalidArgumentException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bb02	?__abi_GetRuntimeClassName@Exception@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bb0c	?__abi_GetRuntimeClassName@FailureException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1bb16	?__abi_GetRuntimeClassName@OutOfMemoryException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bb20	?__abi_Platform_IDisposable____abi_<Dispose>@?QIDisposable@Platform@@Exception@2@WM@$AAGJXZ	10
1bb2a	?__abi_GetRuntimeClassName@OperationCanceledException@Platform@@W7$AAGJPAPAUHSTRING__@@@Z	10
1bb34	?<Dispose>@Exception@Platform@@WM@$AAAXXZ	10
1bb3e	?__abi_GetRuntimeClassName@NotImplementedException@Platform@@W7$AAGJPAPAUHSTRING__@@@Z	10
1bb48	?__abi_GetRuntimeClassName@InvalidCastException@Platform@@W7$AAGJPAPAUHSTRING__@@@Z	10
1bb52	?__abi_GetRuntimeClassName@FailureException@Platform@@W7$AAGJPAPAUHSTRING__@@@Z	10
1bb5c	?__abi_GetRuntimeClassName@ClassNotRegisteredException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1bb66	?__abi_Platform_Details_IEquatable____abi_Equals@?QIEquatable@Details@Platform@@Exception@3@W7$AAGJP$AAVObject@3@PA_N@Z	10
1bb70	?__abi_GetRuntimeClassName@OperationCanceledException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bb7a	?__abi_GetRuntimeClassName@NullReferenceException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1bb84	?__abi_GetRuntimeClassName@NotImplementedException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bb8e	?__abi_GetRuntimeClassName@InvalidCastException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bb98	?__abi_GetRuntimeClassName@FailureException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bba2	?__abi_GetRuntimeClassName@ClassNotRegisteredException@Platform@@W7$AAGJPAPAUHSTRING__@@@Z	10
1bbac	?__abi_GetRuntimeClassName@NullReferenceException@Platform@@W7$AAGJPAPAUHSTRING__@@@Z	10
1bbb6	?__abi_GetRuntimeClassName@DisconnectedException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1bbc0	?__abi_GetRuntimeClassName@ClassNotRegisteredException@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
1bbca	?__abi_GetRuntimeClassName@WrongThreadException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1bbd4	?__abi_GetRuntimeClassName@OutOfBoundsException@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
1bbde	?GetHashCode@Exception@Platform@@W7$AAAHXZ	10
1bbe8	?__abi_heap_getcritsec@Details@Platform@@YAPAU_RTL_CRITICAL_SECTION@@XZ	177
1bfb8	Allocate	139
1c043	Free	14
1c051	AlignedAllocate	24
1c069	AlignedFree	14
1c077	AllocateException	21
1c08c	FreeException	17
1c09d	AlignedAllocateException	30
1c0bb	AlignedFreeException	17
1c0cc	get	6
1c0d2	set	103
1c139	get	6
1c13f	get	6
1c145	set	13
1c152	get	6
1c158	set	13
1c165	get	6
1c16b	EnumerateAllocatedObjects	93
1c1c8	?__abi_Platform_Details_HeapEntryHandler___abi_IDelegate____abi_Invoke@?Q__abi_IDelegate@HeapEntryHandler@Details@Platform@@234@U$AAGJP$AAVObject@4@H@Z	36
1c1ec	Catch@1001c1ec	17
1c20a	Catch_All@1001c20a	5
1c210	?__abi_QueryInterface@HeapEntryHandler@Details@Platform@@U$AAGJAAVGuid@3@PAPAX@Z	129
1c291	?__abi_AddRef@HeapEntryHandler@Details@Platform@@U$AAGKXZ	18
1c2a3	?__abi_Release@HeapEntryHandler@Details@Platform@@U$AAGKXZ	69
1c2e8	?Invoke@HeapEntryHandler@Details@Platform@@U$AAAXP$AAVObject@3@H@Z	42
1c312	?Invoke@__abi_IDelegate@HeapEntryHandler@Details@Platform@@U$AAAXP$AAVObject@4@H@Z	31
1c331	Object	14
1c33f	GetHashCode	425
1c4e8	GetType	44
1c514	Equals	582
1c75a	ReferenceEquals	34
1c77c	Enum	14
1c78a	ValueType	14
1c798	GetHashCode	9
1c7a1	ToString	48
1c7d1	Equals	9
1c7da	__abi_ObjectToString	397
1c967	?GetHashCode@IEquatable@Details@Platform@@U$AAAHXZ	32
1c987	?Equals@IEquatable@Details@Platform@@U$AAA_NP$AAVObject@3@@Z	35
1c9aa	??$PropertyValueScalarCallback@VGetHashCodeCallback@Platform@@PAH@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VGetHashCodeCallback@0@PAH@Z	351
1cb5e	??$PropertyValueScalarCallback@VEqualsCallback@Platform@@P$AAUIPropertyValue@Foundation@Windows@@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallback@0@0@Z	571
1cdee	??$PropertyValueScalarCallback@VToStringCallback@Platform@@PAP$AAVString@2@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VToStringCallback@0@PAP$AAVString@0@@Z	629
1d0ba	?GetDateTime@IPropertyValue@Foundation@Windows@@U$AAA?AVDateTime@23@XZ	31
1d0d9	?GetGuid@IPropertyValue@Foundation@Windows@@U$AAA?AVGuid@Platform@@XZ	48
1d10a	?GetPoint@IPropertyValue@Foundation@Windows@@U$AAA?AVPoint@23@XZ	31
1d129	?GetRect@IPropertyValue@Foundation@Windows@@U$AAA?AVRect@23@XZ	31
1d148	?GetSize@IPropertyValue@Foundation@Windows@@U$AAA?AVSize@23@XZ	31
1d167	?GetString@IPropertyValue@Foundation@Windows@@U$AAAP$AAVString@Platform@@XZ	71
1d1ae	?GetTimeSpan@IPropertyValue@Foundation@Windows@@U$AAA?AVTimeSpan@23@XZ	31
1d1cd	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@_N@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@_N@Z	279
1d339	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@_W@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@_W@Z	288
1d4ad	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@VDateTime@Foundation@Windows@@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@VDateTime@23@@Z	307
1d635	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@N@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@N@Z	274
1d79d	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@VGuid@2@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@VGuid@0@@Z	326
1d939	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@F@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@F@Z	291
1dab1	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@H@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@H@Z	282
1dc21	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@_J@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@_J@Z	308
1dda9	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@VPoint@Foundation@Windows@@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@VPoint@23@@Z	320
1df3d	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@VRect@Foundation@Windows@@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@VRect@23@@Z	323
1e0d5	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@M@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@M@Z	276
1e23d	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@VSize@Foundation@Windows@@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@VSize@23@@Z	311
1e3c9	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@P$AAVString@2@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@P$AAVString@0@@Z	349
1e57d	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@VTimeSpan@Foundation@Windows@@@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@VTimeSpan@23@@Z	308
1e705	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@E@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@E@Z	285
1e879	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@G@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@G@Z	297
1e9f9	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@I@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@I@Z	285
1eb6d	??$PropertyValueScalarCallback@VEqualsCallbackHelper@Platform@@_K@Platform@@YA_NP$AAUIPropertyValue@Foundation@Windows@@VEqualsCallbackHelper@0@_K@Z	292
1ece5	?GetObjectCount@ModuleBase@Details@WRL@Microsoft@@UBGKXZ	8
1eced	?GetFirstEntryPointer@ModuleBase@Details@WRL@Microsoft@@UBGPAPBUCreatorMap@234@XZ	8
1ecf5	?GetMidEntryPointer@ModuleBase@Details@WRL@Microsoft@@UBGPAPBUCreatorMap@234@XZ	8
1ecfd	?GetLastEntryPointer@ModuleBase@Details@WRL@Microsoft@@UBGPAPBUCreatorMap@234@XZ	8
1ed05	?GetLock@ModuleBase@Details@WRL@Microsoft@@UBGPAU_RTL_SRWLOCK@@XZ	8
1ed0d	?IsServerNameEqual@Details@WRL@Microsoft@@YA_NPBUCreatorMap@123@PB_W@Z	68
1ed51	?TerminateMap@Details@WRL@Microsoft@@YA_NPAVModuleBase@123@PB_W_N@Z	215
1ee28	?GetCacheEntry@Details@WRL@Microsoft@@YAJPAVModuleBase@123@PAIABU_GUID@@PBUCreatorMap@123@PAPAUIUnknown@@@Z	255
1ef27	?CountObjectEntries@Details@WRL@Microsoft@@YAIPAPBUCreatorMap@123@0PB_W@Z	48
1ef57	?UnregisterObjects@Details@WRL@Microsoft@@YAJPAVModuleBase@123@PB_W@Z	426
1f101	?GetIids@OutOfProcModule@Details@Platform@@UAGJPAKPAPAU_GUID@@@Z	9
1f10a	?Release@OutOfProcModule@Details@Platform@@UAGKXZ	9
1f113	?AddRef@OutOfProcModule@Details@Platform@@UAGKXZ	23
1f12a	??0OutOfProcModule@Details@Platform@@QAE@XZ	130
1f1ac	??1OutOfProcModule@Details@Platform@@UAE@XZ	235
1f302	?RuntimeClassInitialize@OutOfProcModule@Details@Platform@@QAEJPAPAVModuleBase@2WRL@Microsoft@@PAPAU__abi_Module@@PAXPB_W_N@Z	338
1f454	?IncrementObjectCount@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGKXZ	9
1f45d	?__abi_DecrementObjectCount@OutOfProcModule@Details@Platform@@UAGKXZ	19
1f470	?GetFirstEntryPointer@OutOfProcModule@Details@Platform@@UBGPAPBUCreatorMap@2WRL@Microsoft@@XZ	19
1f483	?GetMidEntryPointer@OutOfProcModule@Details@Platform@@UBGPAPBUCreatorMap@2WRL@Microsoft@@XZ	19
1f496	?GetLastEntryPointer@OutOfProcModule@Details@Platform@@UBGPAPBUCreatorMap@2WRL@Microsoft@@XZ	19
1f4a9	?GetLock@OutOfProcModule@Details@Platform@@UBGPAU_RTL_SRWLOCK@@XZ	19
1f4bc	??_GOutOfProcModule@Details@Platform@@UAEPAXI@Z	32
1f4dc	??1?$RuntimeClass@U?$RuntimeClassFlags@$04@WRL@Microsoft@@UIInspectable@@VNil@Details@23@V5623@V5623@V5623@V5623@V5623@V5623@V5623@@WRL@Microsoft@@UAE@XZ	5
1f4e1	??1?$Module@$05VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAE@XZ	5
1f4e6	??_E?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAEPAXI@Z	32
1f506	RegisterFactories	163
1f5a9	RunServer	269
1f6b6	??1Event@Wrappers@WRL@Microsoft@@QAE@XZ	5
1f6bb	RunApplicationServer	70
1f702	??1?$HandleT@UEventTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Wrappers@WRL@Microsoft@@QAE@XZ	65
1f743	?InternalClose@?$HandleT@UEventTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Wrappers@WRL@Microsoft@@MAE_NXZ	16
1f753	?QueryInterface@OutOfProcModule@Details@Platform@@UAGJABU_GUID@@PAPAX@Z	22
1f769	?Release@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@UAGKXZ	54
1f79f	?GetIids@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@UAGJPAKPAPAU_GUID@@@Z	71
1f7e6	??1?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@MAE@XZ	25
1f7ff	?RegisterWinRTObject@?$Module@$05VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAPB_WPAPAU<unnamed-type-RO_REGISTRATION_COOKIE>@@I@Z	23
1f816	??1?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAE@XZ	40
1f83e	?RegisterCOMObject@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAU_GUID@@PAPAUIClassFactory@@PAKI@Z	5
1f843	?UnregisterCOMObject@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAKI@Z	5
1f848	?RegisterWinRTObject@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAPB_WPAPAU<unnamed-type-RO_REGISTRATION_COOKIE>@@I@Z	23
1f85f	?UnregisterWinRTObject@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAU<unnamed-type-RO_REGISTRATION_COOKIE>@@@Z	18
1f871	?DecrementObjectCount@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGKXZ	34
1f893	??1?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAE@XZ	24
1f8ab	?IncrementObjectCount@?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGKXZ	16
1f8bb	?DecrementObjectCount@?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGKXZ	16
1f8cb	?RegisterWinRTObject@?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAPB_WPAPAU<unnamed-type-RO_REGISTRATION_COOKIE>@@I@Z	8
1f8d3	?UnregisterWinRTObject@?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAU<unnamed-type-RO_REGISTRATION_COOKIE>@@@Z	8
1f8db	?RegisterCOMObject@?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAU_GUID@@PAPAUIClassFactory@@PAKI@Z	8
1f8e3	?UnregisterCOMObject@?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAGJPB_WPAKI@Z	8
1f8eb	??_G?$RuntimeClass@U?$RuntimeClassFlags@$04@WRL@Microsoft@@UIInspectable@@VNil@Details@23@V5623@V5623@V5623@V5623@V5623@V5623@V5623@@WRL@Microsoft@@UAEPAXI@Z	32
1f90b	??_E?$Module@$00VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAEPAXI@Z	32
1f92b	??_E?$MethodReleaseNotifier@VOutOfProcModule@Details@Platform@@@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAEPAXI@Z	33
1f94c	??$MakeAndInitialize@VOutOfProcModule@Details@Platform@@UIInspectable@@AAPAPAVModuleBase@2WRL@Microsoft@@AAPAPAU__abi_Module@@AAPAXAAPB_W_N@Details@WRL@Microsoft@@YAJPAPAUIInspectable@@AAPAPAVModuleBase@012@AAPAPAU__abi_Module@@AAPAXAAPB_W$$QA_N@Z	115
1f9bf	??$AsIID@V?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@@?$RuntimeClassBaseT@$04@Details@WRL@Microsoft@@KAJPAV?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@123@ABU_GUID@@PAPAX@Z	136
1fa47	??$RegisterObjects@$05@Details@WRL@Microsoft@@YAJPAVModuleBase@012@PB_W@Z	793
1fd60	??$RegisterWinRTObject@$05@Details@WRL@Microsoft@@YAJPB_WPAPB_WPAPAU<unnamed-type-RO_REGISTRATION_COOKIE>@@I@Z	280
1fe78	??$RegisterWinRTObject@$01@Details@WRL@Microsoft@@YAJPB_WPAPB_WPAPAU<unnamed-type-RO_REGISTRATION_COOKIE>@@I@Z	280
1ff90	?Invoke@?$MethodReleaseNotifier@VOutOfProcModule@Details@Platform@@@?$Module@$01VOutOfProcModule@Details@Platform@@@WRL@Microsoft@@UAEXXZ	11
1ffb5	??$ActivationFactoryCallback@$01@Details@WRL@Microsoft@@YGJPAUHSTRING__@@PAPAUIActivationFactory@@@Z	26
1ffcf	??$GetActivationFactory@$05@Details@WRL@Microsoft@@YAJPAVModuleBase@012@PB_WPAUHSTRING__@@PAPAUIActivationFactory@@@Z	225
200b0	??$GetActivationFactory@$01@Details@WRL@Microsoft@@YAJPAVModuleBase@012@PB_WPAUHSTRING__@@PAPAUIActivationFactory@@@Z	230
20196	?AddRef@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@W3AGKXZ	10
201a0	?QueryInterface@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@W7AGJABU_GUID@@PAPAX@Z	10
201aa	?AddRef@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@W7AGKXZ	10
201b4	?QueryInterface@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@W3AGJABU_GUID@@PAPAX@Z	10
201da	?Release@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@W3AGKXZ	10
201e4	?Release@?$RuntimeClass@U?$InterfaceList@UIInspectable@@U?$InterfaceList@VFtmBase@WRL@Microsoft@@VNil@Details@23@@Details@WRL@Microsoft@@@Details@WRL@Microsoft@@U?$RuntimeClassFlags@$04@34@$0A@$00$0A@@Details@WRL@Microsoft@@W7AGKXZ	10
201ee	__abi_cast_String_to_Object	21
20203	__abi_cast_Object_to_String	150
20299	<Dispose>	14
202a7	?SafeAdd@@YAIII@Z	76
202f4	?CreateDescriptior@@YAPAU__abi_type_descriptor@@PB_WH@Z	132
20378	<Dispose>	25
20391	Type	58
203cb	Type	317
20508	??1TypeName@Interop@Xaml@UI@Windows@@QAE@XZ	9
20511	Type	254
2060f	get	47
2063e	GetTypeCode	14
2064c	ToString	39
20673	Equals	76
206bf	operator_class_Windows::UI::Xaml::Interop::TypeName	262
207f0	operator_class_Platform::Type_^	94
2084e	__abi_make_type_id	46
2087c	?__abi_Release@Type@Platform@@W3$AAGKXZ	10
20886	?<Dispose>@Type@Platform@@W3$AAAXXZ	10
20890	?__abi_GetRuntimeClassName@Type@Platform@@WM@$AAGJPAPAUHSTRING__@@@Z	10
2089a	?__abi_GetIids@Type@Platform@@WM@$AAGJPAKPAPAVGuid@2@@Z	10
208a4	?__abi_Release@Type@Platform@@W7$AAGKXZ	10
208ae	?__abi_Platform_Details_IPrintable____abi_ToString@?QIPrintable@Details@Platform@@Type@3@WM@$AAGJPAP$AAVString@3@@Z	10
208b8	?__abi_Platform_Details_IEquatable____abi_Equals@?QIEquatable@Details@Platform@@Type@3@W7$AAGJP$AAVObject@3@PA_N@Z	10
208c2	?__abi_Release@Type@Platform@@WM@$AAGKXZ	10
208cc	?ToString@Type@Platform@@WM@$AAAP$AAVString@2@XZ	10
208d6	?__abi_QueryInterface@Type@Platform@@W3$AAGJAAVGuid@2@PAPAX@Z	10
208e0	?__abi_QueryInterface@Type@Platform@@W7$AAGJAAVGuid@2@PAPAX@Z	10
208ea	?GetHashCode@Type@Platform@@W7$AAAHXZ	10
208f4	?__abi_Platform_Details_IEquatable____abi_GetHashCode@?QIEquatable@Details@Platform@@Type@3@W7$AAGJPAH@Z	10
208fe	?__abi_QueryInterface@Type@Platform@@WM@$AAGJAAVGuid@2@PAPAX@Z	10
20908	?__abi_AddRef@Type@Platform@@W3$AAGKXZ	10
20912	?Equals@Type@Platform@@W7$AAA_NP$AAVObject@2@@Z	10
2091c	?__abi_AddRef@Type@Platform@@W7$AAGKXZ	10
20926	?__abi_GetRuntimeClassName@Type@Platform@@W3$AAGJPAPAUHSTRING__@@@Z	10
20930	?__abi_GetIids@Type@Platform@@W3$AAGJPAKPAPAVGuid@2@@Z	10
2093a	?__abi_AddRef@Type@Platform@@WM@$AAGKXZ	10
20944	?__abi_GetRuntimeClassName@Type@Platform@@W7$AAGJPAPAUHSTRING__@@@Z	10
2094e	?__abi_GetIids@Type@Platform@@W7$AAGJPAKPAPAVGuid@2@@Z	10
20958	__abi_FailFast	14
20966	??_EInternalModule@Details@Platform@@UAEPAXI@Z	40
2098e	InitializeData	48
209be	UninitializeData	37
209e3	GetActivationFactory	23
209fa	TerminateModule	20
20a0e	GetCmdArguments	58
20a48	??$GetActivationFactory@$04@Details@WRL@Microsoft@@YAJPAVModuleBase@012@PB_WPAUHSTRING__@@PAPAUIActivationFactory@@@Z	225
20b29	?Lock@CriticalSection@Wrappers@WRL@Microsoft@@QAE?AV?$SyncLockT@UCriticalSectionTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Details@234@XZ	20
20b3d	?Lock@CriticalSection@Wrappers@WRL@Microsoft@@SA?AV?$SyncLockT@UCriticalSectionTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Details@234@PAU_RTL_CRITICAL_SECTION@@@Z	20
20b51	??_Gbad_alloc@std@@UAEPAXI@Z	39
20b78	??_Eerror_category@std@@UAEPAXI@Z	33
20b99	?default_error_condition@error_category@std@@UBE?AVerror_condition@2@H@Z	18
20bab	?equivalent@error_category@std@@UBE_NHABVerror_condition@2@@Z	45
20bd8	equivalent	29
20bf5	?name@_Generic_error_category@std@@UBEPBDXZ	6
20bfb	?message@_Generic_error_category@std@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@H@Z	43
20c26	?name@_Iostream_error_category@std@@UBEPBDXZ	6
20c2c	message	47
20c5b	?name@_System_error_category@std@@UBEPBDXZ	6
20c61	?message@_System_error_category@std@@UBE?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@2@H@Z	43
20c8c	?default_error_condition@_System_error_category@std@@UBE?AVerror_condition@2@H@Z	45
20cb9	__getActivationFactoryByHSTRING	61
20cf6	?AddFactory@PerApartmentFactoryCache@@QAEJPB_WPAUIUnknown@@@Z	266
20e00	Catch@10020e00	22
20e1d	Catch@10020e1d	15
20e39	?GetFactory@PerApartmentFactoryCache@@QAEJPB_WAAVGuid@Platform@@PAPAX@Z	194
20efb	Catch@10020efb	22
20f18	Catch@10020f18	15
20f27	?PreInitialize@PerApartmentFactoryCache@@UAGJKK@Z	5
20f2c	?PostInitialize@PerApartmentFactoryCache@@UAGJJKK@Z	10
20f36	?PostUninitialize@PerApartmentFactoryCache@@UAGJK@Z	5
20f3b	??1?$pair@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$ComPtr@UIUnknown@@@WRL@Microsoft@@@std@@QAE@XZ	28
20fc1	?GetFactory@FactoryCache@@QAEJPB_WAAVGuid@Platform@@PAPAX@Z	702
2127f	?RemoveApartmentCache@FactoryCache@@QAEJT_ULARGE_INTEGER@@@Z	198
21345	??1?$pair@T_ULARGE_INTEGER@@V?$ComPtr@VPerApartmentFactoryCache@@@WRL@Microsoft@@@std@@QAE@XZ	18
21357	??1?$pair@KU?$pair@T_ULARGE_INTEGER@@V?$ComPtr@VPerApartmentFactoryCache@@@WRL@Microsoft@@@std@@@std@@QAE@XZ	18
21369	?PreUninitialize@PerApartmentFactoryCache@@UAGJK@Z	29
21386	EnableFactoryCache	15
21395	FlushFactoryCache	120
213a3	GetActivationFactoryByPCWSTR	129
21424	GetIidsFn	68
21468	??1?$SyncLockT@UCriticalSectionTraits@HandleTraits@Wrappers@WRL@Microsoft@@@Details@Wrappers@WRL@Microsoft@@QAE@XZ	21
2147d	??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QAE@PBD@Z	59
